Order,variable,domain,type,stat_label,question,PRG,DSA,LIB,SD,STY,CTR,REF,CON,NAT,SD/LIB,SD/STY,STY/SD,LIB/CTR,SD/CTR,SD/CON,CON/SD,STY/CON,CON/STY,STY/REF,CON/CTR,REF/STY,CON/REF,CON/NAT,Max,Mid,Low
85,CC24_441b,Racial & Gender,likert5_dist,% Agree,Slavery/discrimination makes it hard for Blacks to rise,18.88,22.56,35.24,36.06,25.76,22.93,12.38,12.69,3.42,35.65,32.6445,30.91,30.316,29.495,24.8611,23.1013,20.4314,18.1794,19.739,16.5495,17.3159,12.5939,8.1477,,,
86,CC24_441b,Racial & Gender,likert5_dist,% Neither,Slavery/discrimination makes it hard for Blacks to rise,1.23,3.15,7.86,16.43,26.75,17.3,21.33,17.7,9.14,12.145,19.8521,21.59,11.636,16.865,17.0386,17.1342,23.0603,21.501,24.311,17.5492,23.3294,18.8253,13.5056,,,
87,CC24_441b,Racial & Gender,likert5_dist,% Disagree,Slavery/discrimination makes it hard for Blacks to rise,0.72,0.65,5.93,9.04,12.3,20.33,18.95,26.66,21.27,7.485,10.121,10.67,11.69,14.685,17.4835,18.8103,18.1546,20.6288,15.2925,24.2742,16.4968,24.2699,24.0189,,,
88,CC24_441b,Racial & Gender,likert5_dist,% Strongly Disagree,Slavery/discrimination makes it hard for Blacks to rise,0.39,1.05,3.54,5.39,10.65,25.32,39.87,38.27,65.36,4.465,7.1342,8.02,12.252,15.355,21.1461,23.622,21.9107,26.6696,23.799,33.3891,29.0907,38.766,51.5441,,,
6,CC24_302,Taxes & Economy,ordinal_dist,% Increased a lot,Household income change past year (1=Increased a lot … 5=Decreased a lot),5.36,2.86,4.88,4,3.28,5.87,1.78,1.16,1.13,4.44,3.7612,3.64,5.276,4.935,2.6391,2.4252,2.4157,2.0504,2.605,2.9352,2.3334,1.3522,1.1453,,,
7,CC24_302,Taxes & Economy,ordinal_dist,% Increased somewhat,Household income change past year (1=Increased a lot … 5=Decreased a lot),34.76,25.17,35.05,25.75,19.94,18.05,11.67,12.07,6.44,30.4,23.8234,22.845,28.25,21.9,19.1945,18.1644,16.7314,15.3754,16.2185,14.3239,14.7208,11.946,9.3113,,,
8,CC24_302,Taxes & Economy,ordinal_dist,% Stayed same,Household income change past year (1=Increased a lot … 5=Decreased a lot),46.05,47.13,50.05,49.56,46.94,51.67,46.53,55.02,48.85,49.805,48.6912,48.25,50.698,50.615,52.1764,52.5876,50.2342,51.6264,46.7555,53.7574,46.6812,52.3881,51.9967,,,
9,CC24_302,Taxes & Economy,ordinal_dist,% Decreased somewhat,Household income change past year (1=Increased a lot … 5=Decreased a lot),7.95,15.19,6.66,12.71,16.75,16.01,22.02,20.37,23.69,9.685,14.0497,14.73,10.4,14.36,16.3807,16.9575,18.2259,18.8496,19.1215,18.7267,20.0759,20.8815,21.9968,,,
10,CC24_302,Taxes & Economy,ordinal_dist,% Decreased a lot,Household income change past year (1=Increased a lot … 5=Decreased a lot),5.87,9.65,3.36,7.97,13.08,8.4,17.99,11.38,19.89,5.665,9.6645,10.525,5.376,8.185,9.6041,9.8608,12.3869,12.094,15.2895,10.2568,16.1787,13.4291,15.5499,,,
12,CC24_303,Taxes & Economy,ordinal_dist,% Increased a lot,Price change past year (1=Increased a lot … 5=Decreased a lot),23.8,43.18,26.98,39.69,49.52,57.96,72.54,73.98,83.63,33.335,42.9496,44.605,39.372,48.825,56.1218,58.7038,59.4923,63.7068,59.879,67.9421,64.0479,73.5336,78.7085,,,
13,CC24_303,Taxes & Economy,ordinal_dist,% Increased somewhat,Price change past year (1=Increased a lot … 5=Decreased a lot),50.51,41.16,50.71,43,32.64,32.47,20.48,21.37,14.18,46.855,39.5646,37.82,43.414,37.735,32.6349,31.0062,28.0452,26.1034,27.168,25.5536,24.9658,21.0941,17.8469,,,
14,CC24_303,Taxes & Economy,ordinal_dist,% Stayed same,Price change past year (1=Increased a lot … 5=Decreased a lot),18.3,11.89,15.35,12.34,13.08,8.19,4.14,3.18,1.77,13.845,12.5854,12.71,12.486,10.265,7.9505,7.2608,9.0438,7.338,9.057,5.0683,7.438,3.4776,2.4891,,,
15,CC24_303,Taxes & Economy,ordinal_dist,% Decreased somewhat,Price change past year (1=Increased a lot … 5=Decreased a lot),7.06,3.66,6.79,4.75,3.49,0.89,1.58,1.06,0.1,5.77,4.3322,4.12,4.43,2.82,2.9818,2.7039,2.4993,2.0806,2.6305,0.9959,2.2846,1.2212,0.5896,,,
16,CC24_303,Taxes & Economy,ordinal_dist,% Decreased a lot,Price change past year (1=Increased a lot … 5=Decreased a lot),0.34,0.1,0.17,0.22,1.27,0.5,1.26,0.41,0.32,0.195,0.5682,0.745,0.302,0.36,0.311,0.3254,0.9194,0.7712,1.2655,0.4439,1.2637,0.6735,0.3659,,,
166,CC24_330a,Demographics,ordinal_dist,% Very Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),46.84,51.6,19.88,12.02,7.25,4.53,2.13,1.34,0.09,15.95,10.4383,9.635,13.74,8.275,6.9021,6.0979,4.8405,3.8222,4.946,2.5423,4.0188,1.5849,0.7275,,,
167,CC24_330a,Demographics,ordinal_dist,% Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),33.38,28.05,32.28,25.7,12.61,6.69,2.48,1.76,0.41,28.99,21.3594,19.155,22.044,16.195,14.228,12.4253,8.1865,6.317,8.0515,3.6181,6.217,1.9832,1.0985,,,
168,CC24_330a,Demographics,ordinal_dist,% Somewhat Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),11.85,10.6,21.18,18.72,11.68,7.06,3.2,2.83,0.28,19.95,16.3855,15.2,15.532,12.89,11.1055,9.909,8.0719,6.547,7.864,4.4243,6.3283,2.9447,1.5805,,,
169,CC24_330a,Demographics,ordinal_dist,% Moderate,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),7.48,9.32,22.15,32.97,41.28,30.67,26.82,23.33,10.58,27.56,35.7256,37.125,25.558,31.82,28.3505,27.6246,33.9618,30.869,34.773,26.0964,32.1543,24.4119,17.0825,,,
170,CC24_330a,Demographics,ordinal_dist,% Somewhat Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),0.31,0.22,2.44,5.52,11.13,14.91,16.61,15.62,13.08,3.98,7.3803,8.325,7.428,10.215,10.3599,11.1204,12.9606,13.7342,13.596,15.3524,14.5884,15.9269,14.3754,,,
171,CC24_330a,Demographics,ordinal_dist,% Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),0.09,0.21,1.38,3.44,10.69,24.47,26.45,33.79,36.2,2.41,5.8441,7.065,10.616,13.955,17.9837,20.2691,20.1079,24.088,17.782,30.2773,20.6361,31.5146,34.9709,,,
172,CC24_330a,Demographics,ordinal_dist,% Very Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),0.05,0,0.69,1.62,5.36,11.67,22.31,21.33,39.35,1.155,2.8602,3.49,5.082,6.645,11.065,12.5492,11.871,14.6226,12.9875,17.6891,16.0571,21.6338,30.1598,,,
